Sentence,ProteinName,UniProtId,PhenotypeName,HPOId,type,Label
The gene expression profiles of metastatic and non-metastatic sublines of the parental MDA-MB-435 PHENO cell line were compared and PROT was down-expressed in the metastatic subline.,DLC1,Q9Y238,breast cancer,HP:0003002,ft,Good-CoM
The role of PEDF in cell invasion has been highlighted by the finding that PROT knockdown in poorly aggressive PHENO cell lines leads to increased invasion [106].,PEDF,P36955,melanoma,HP:0002861,ft,Good-CoM
"Aside from the susceptibility to opportunistic and bacterial infections, PROT-deficient patients are also prone to develop autoimmune diseases such as thrombocytopenia, hemolytic anemia, and PHENO, suggesting that B cell tolerance is not properly established and/or maintained in these patients (1 3, 15).",CD40L,P29965,nephritis,HP:0000123,ft,Good-CoM
Primary human PHENO cells from one case of Ph+ ALL cells lacking expression of PROT were cultured on OP9 stroma in the presence of IL-7 and transduced with SLP65/GFP or a GFP empty vector control (three independent transductions) and monitored by flow cytometry (C).,SLP65,Q8WV28,leukemia,HP:0001909,ft,Bad-CoM
"Further analysis of the  TC3 cell line established from a RIP1-Tag2 PHENO (Efrat et al., 1988) revealed that tumor cells express high levels of PROT but not of ALK1 (Fig.",ALK5,P36897,tumor,HP:0002664,ft,Good-CoM
"As expected, mice reconstituted with Cebpafl/fl cells expressing PROT-ENL developed a lethal form of myeloid PHENO with a median latency of 10 wk, accumulation of GFP+-expressing blast cells in several hematopoietic tissues, pale bones, and splenomegaly (unpublished data).",MLL,Q03164,leukemia,HP:0001909,ft,Good-CoM
"A survey done in Singapore suggests that as many as 90% of children are aware of the harmful effects of smoking.7 They were aware that PROT was associated with lung PHENO (49%), heart disease (6%), and that it was bad for the health of smokers (25%) and passive smokers.",CSB,Q03468,cancer,HP:0002664,ft,Good-CoM
"In contrast, the cells of large cell PHENO uniformly express PROT and/or CD79a as well as bcl6 and lack CD15 and usually CD30.",CD20,P11836,lymphoma,HP:0002665,ft,Good-CoM
The specimens were examined by two independent dermatopathologists who have indicated areas that are characterized by high PROT staining (red) and spindle-like cells characteristic of fibroblasts infiltrating the PHENO tissue (arrows).,FN,P02751,tumor,HP:0002664,ft,Bad-CoM
"In the status of hormone receptors of breast cancer, of 288 tested cases, 190 cases (66.0%) were found to be positive, and in the HER2 test by FISH of breast PHENO, positive results meaning the amplification of the PROT gene was shown in 89 cases of the total 388 cases (26.3%).",HER2,P04626,cancer,HP:0002664,ft,Good-CoM
"The most common cytogenetic aberrations in acute myeloid PHENO patients was PML/PARA, followed by AML1/MGT8 and MLL1, and in acute lymphoid leukemia patients was BCR/ABL, followed by PROT/AML1 and MLL1 gene rearrangement.",TEL,P41212,leukemia,HP:0001909,ft,Good-CoM
Receiver operating characteristic (ROC) curve generated for calculated the PHENO detection in TUR specimen in related to PROT and PSAD.,PSA,Q9Y617,cancer,HP:0002664,ft,Good-CoM
"PROT is found in higher concentrations in tumor tissue than in normal tissue and is upregulated by radiation in PHENO tissue, but not in normal tissue.",Thymidine phosphorylase,P19971,tumor,HP:0002664,ft,Good-CoM
"In human HCT116 colon PHENO cells, the induction of DNA damage caused PROT (and ATM) to phosphorylate CABIN1, promoting its degradation and freeing p53 from inhibition (Choi et al., 2013).",CHK2,O96017,cancer,HP:0002664,ft,Good-CoM
"Therefore, alterations in the distribution and density of nerve fibres containing vesicular ACh transporter (VAChT, as marker of ACh) and/or neuronal NO synthase (nNOS), VIP, and PROT were subjected to examination in the PHENO of gilts, induced by DXM treatment from the middle luteal phase of the estrous cycle.",SOM,Q8TE85,polycystic ovaries,HP:0000147,ft,Bad-CoM
"Using a 6% risk of high-grade PHENO as an illustrative cutoff, for 1000 biopsied men with PROT levels of 3.0ng/mL or higher, the model would reduce the need for biopsy in 428 men, detect 119 high-grade cancers, and delay diagnosis of 14 of 133 high-grade cancers.",PSA,Q9Y617,cancer,HP:0002664,ft,Good-CoM
"Although HER2 overexpression is implicated in the pathogenesis of PHENO (89 91), PROT is more commonly overexpressed in patients with DCIS ( 27%-56%) (8,12,18) when compared with invasive breast cancer ( 11%-20%) (85,86) (Table 1).",HER2,P04626,breast cancer,HP:0003002,ft,Good-CoM
"Analysis of the T-cell PHENO against PLP, which showed that PLP is immunogenic for HLA-DRB1*1501- and HLA-DQB1*0602-Tg mice also revealed that the T-cell autoimmunity against PROT in both transgenics is predominantly directed against PLP139-151 and PLP175-194 epitopes, which are the immunodominant and encephalitogenic epitopes for SJL/J mice [43].",PLP,P60201,autoimmunity,HP:0002960,ft,Good-CoM
"HSP subtypes which more commonly cause a  spastic ataxia  phenotype are the recessive forms SPG7 and SPG15 (and the very rare subtypes due to SPG30 and SPAX mutations); these conditions enter the differential diagnosis with Friedreich ataxia and related diseases, autosomal recessive spastic ataxia of Charlevoix-Saguenay (ARSACS), and spinocerebellar ataxia (SCA) subtypes with PHENO (i.e., PROT, 3, 7, 10, 11, 12) [9].",SCA1,P54253,spasticity,HP:0001257,ft,Good-CoM
These results support the hypothesis that PROT overexpression modulates genotoxic responsiveness by negatively regulating p53 in PHENO cells.,WIP1,O15297,medulloblastoma,HP:0002885,ft,Good-CoM
Highest PHENO recurrence rate and shorter mean survival rate were observed among PROT positive meningiomas than in HER2 negative meningiomas.,HER2,P04626,tumor,HP:0002664,ft,Good-CoM
Our results improve the understanding of alpha-CGRP having an osteoprotective influence on particle-induced PHENO via the OPG/PROT/RANK-system.,RANKL,O14788,osteolysis,HP:0002797,ft,Good-CoM
"A similar approach is used currently in human epithelial growth factor receptor 2 (PROT) testing in PHENO, where the most aberrant cells are read as a priority.",HER2,P04626,breast cancer,HP:0003002,ft,Bad-CoM
PHENO-specific survival according to PROT expression by the American Society of Clinical Oncology/College of American Pathologists (ASCO/CAP) criteria.,HER2,P04626,Cancer,HP:0002664,ft,Bad-CoM
It has been shown that PDL cells in humans have the potential to produce RANKL and OPG; this might explain the elevated levels of PROT/OPG in the gingival cervicular fluid of patients with PHENO [7].,RANKL,O14788,periodontitis,HP:0000704,ft,Good-CoM
"As pertuzumab inhibits heterodimerization of PROT/HER2, this PHENO was considered as possibly related to treatment.",HER1,P00533,rash,HP:0000988,ft,Bad-CoM
"However, only transfer of human T cells expressing the costimulated MOv19-BB  PROT mediated PHENO regression in immunodeficient mice bearing large, established FR -positive human ovarian cancers, while MOv19-  CAR-T cells were ineffective, recapitulating previous clinical results with FR  CAR T cells lacking costimulatory signals.",CAR,Q9UQ90,tumor,HP:0002664,ft,Good-CoM
"By contrast, we registered no significant changes in PROT concentration at one month in either the sinus or the PHENO groups.",ANP,P01160,atrial fibrillation,HP:0005110,ft,Bad-CoM
"The mechanism of the adverse prognostic impact of VEGF-C/PROT signalling may include dissemination of PHENO cells in the systemic circulation and arrest in lymph nodes/distant sites, direct enhancement of lymph-angiogenesis, and creation of a permissive environment for tumour progression by the induction of adhesion molecules, growth factors, and proteolytic enzymes.",VEGFR3,P35916,tumour,HP:0002664,ft,Bad-CoM
"PROT (ET-1), largely through activation of endothelin A receptors, has been strongly implicated in renal cell injury, PHENO, inflammation and fibrosis leading to CKD.",Endothelin-1,P05305,proteinuria,HP:0000093,ft,Good-CoM
The expression of PROT was not significantly correlated with tumor grade and PHENO invasion (p>0.05).,PEDF,P36955,tumor,HP:0002664,ft,Bad-CoM
"The PHENO cells are usually positive for cytokeratin 7 (CK7), epithelial membrane antigen (EMA), Cam 5.2, PROT, and mucicarmine stain while S100, Melan A, and human melanoma black-45 (HMB-45) highlight the non-neoplastic dendritic cells.1,2,3,4,5,6 The association between Paget's cells and intratumoural reactive melanocytes is still unclear.",HER2,P04626,tumour,HP:0002664,ft,Good-CoM
The serum PROT level correlates with PHENO volume and increases 6 to 12 months before definitive radiological or clinical proof of disease progression [3-5].,PSA,Q9Y617,tumor,HP:0002664,ft,Good-CoM
"In the first example, two members of the HER family were targeted simultaneously (EGFR   PROT); in another example, one paratope of the bispecific antibody binds to CLEC12A, a marker for acute myeloid PHENO (AML),5 and the other to CD3.",HER3,P21860,leukemia,HP:0001909,ft,Bad-CoM
"Our results indicated that the involvement of 11-dehydrosinulariolide in inducing cytotoxicity in A2058 cells is through both PERK/eIF2 /ATF4/CHOP and ATF6/PROT pathways, which suggests that 11-dehydrosinulariolide could be a potent anticancer drug for PHENO cancer treatment.",CHOP,P35638,melanoma,HP:0002861,ft,Good-CoM
"PROT levels, on the other hand, negatively correlated with the absolute number of both MSC (r =  0.69, P < 0.006) and HSPCs (r =  0.59, P < 0.03) in patients with PHENO.",SCF,P21583,cancer,HP:0002664,ft,Good-CoM
These evidences indicate that PROT-AA might contribute to some pathological changes in PHENO.,AT1,O00400,high blood pressure,HP:0000822,ft,Bad-CoM
The relative expression of PROT in the HCPT treated and untreated bladder PHENO.,XPF,Q92889,cancer,HP:0002664,ft,Good-CoM
"In a study of 109 primary breast tumors, high miR-21 expression is associated with larger PHENO size, higher tumor stage and grade, poor patient survival, and positive PROT status and negative ER status [103].",HER2,P04626,tumor,HP:0002664,ft,Bad-CoM
"A clear association has been demonstrated between genetic variants in genes, such as Contactin-associated protein-like 2 (Cntnap2) and PROT (Sema5A), and ASD, and the localization of rare deletions and duplications has not only led to the identification of new PHENO candidate genes, such as SH3 and multiple ankyrin repeat domains 3 (Shank3), but also the creation of new mouse models that parallel ASD at both the genetic and behavioral level [11-14].",Semaphorin-5A,Q13591,autism,HP:0000717,ft,Good-CoM
The PHENO in GAD67-/- mice was less severe than in VGAT-/- mice because a large amount of gut was observed at the umbilical level in VGAT-/- mice compared to PROT-/- mice.,GAD67,Q99259,omphalocele,HP:0001539,ft,Good-CoM
"PROT resistance is also found in non-diabetic or glucose intolerant pancreatic PHENO patients, though to a lesser degree [7].",Insulin,P01308,cancer,HP:0002664,ft,Good-CoM
"Interestingly, the ER stress response is already implicated in PHENO biology, as the PROT/GADD153 gene, involved in these processes [31], is translocated in myxoid liposarcomas [32] and also sometimes amplified in sarcomas [33].",CHOP,P35638,sarcoma,HP:0100242,ft,Good-CoM
The number of PROT positive cells per mm of PHENO adjacent to bone were used as a measure of osteoclast activity [27].,TRAP,P29965,tumor,HP:0002664,ft,Good-CoM
"However, the Neuropilin (PROT) family of 130-140 kDa transmembrane glycoprotein receptors has recently been implicated in both VEGF-mediated angiogenesis [9] and PHENO cell survival [10].",NRP,Q96CV9,colon cancer,HP:0003003,ft,Good-CoM
"We previously demonstrated that BRG1 and PROT expression is variable in PHENO cell lines, such that some cell lines express elevated levels of BRG1 and BRM and a subset of cell lines are deficient in BRG1 or BRM [31].",BRM,P51531,melanoma,HP:0002861,ft,Bad-CoM
"Therefore, we postulated that lymphatic spread of PHENO metastasis in patients with bladder cancer can be prevented by specific suppression of VEGF-C/D-PROT signaling pathways.",VEGFR3,P35916,cancer,HP:0002664,ft,Good-CoM
"To test the activity of PROT in cell lines where the action of p53 is suppressed, we have used PHENO cell lines HT29, SW620 and SW480 with mutated p53 [38] and HCT116 p53 / , an isogenic p53 knock out (p53  / ) line and compared with p53 wild type cell line HCT116 (p53 +/+).",DAT1,Q01959,colon cancer,HP:0003003,ft,Bad-CoM
The differential expression analysis of YY1 and PROT in existing prostate PHENO microarray datasets was analyzed by setting a threshold value for gene rank at 10% and P<0.05.,DR5,O14763,cancer,HP:0002664,ft,Good-CoM
Samples of PHENO tissue which had been surgically removed were collected and inoculated with PROT/CD3 BsAb.,HER2,P04626,breast cancer,HP:0003002,ft,Bad-CoM
